epoch,accuracy,loss,val_accuracy,val_loss
0,0.7287499904632568,0.7891191244125366,0.5924999713897705,0.9810649752616882
1,0.7545833587646484,0.7278704047203064,0.5975000262260437,1.0028573274612427
2,0.7543749809265137,0.7182186245918274,0.5962499976158142,1.0104424953460693
3,0.7527083158493042,0.7083823680877686,0.5824999809265137,1.008918046951294
4,0.7679166793823242,0.6898485422134399,0.5774999856948853,1.0204213857650757
5,0.7679166793823242,0.6819701790809631,0.5787500143051147,1.0146527290344238
6,0.7631250023841858,0.6714893579483032,0.574999988079071,1.0125007629394531
7,0.7720833420753479,0.6664537787437439,0.5699999928474426,1.0291411876678467
8,0.7766666412353516,0.6600778698921204,0.5649999976158142,1.0243275165557861
9,0.7879166603088379,0.6547539830207825,0.5587499737739563,1.0491573810577393
10,0.7714583277702332,0.6575124859809875,0.5600000023841858,1.0484821796417236
