epoch,accuracy,loss,val_accuracy,val_loss
0,0.7522916793823242,0.8462240695953369,0.5412499904632568,1.0675137042999268
1,0.7577083110809326,0.8232592344284058,0.5375000238418579,1.1110775470733643
2,0.7593749761581421,0.8083611726760864,0.5387499928474426,1.107710599899292
3,0.7737500071525574,0.7933058738708496,0.5462499856948853,1.096831202507019
4,0.7733333110809326,0.7833828330039978,0.5425000190734863,1.081520438194275
5,0.7827083468437195,0.784252405166626,0.5450000166893005,1.0725082159042358
6,0.7900000214576721,0.7691885828971863,0.5412499904632568,1.0653431415557861
7,0.7864583134651184,0.7676323056221008,0.543749988079071,1.0608265399932861
8,0.7827083468437195,0.7651535868644714,0.5487499833106995,1.0583103895187378
9,0.7860416769981384,0.7618291974067688,0.5462499856948853,1.054674744606018
10,0.7897916436195374,0.7608698606491089,0.5462499856948853,1.054681658744812
11,0.7929166555404663,0.7551472187042236,0.543749988079071,1.0521327257156372
12,0.7927083373069763,0.7514597177505493,0.5412499904632568,1.0463982820510864
13,0.7877083420753479,0.7521780133247375,0.5400000214576721,1.047300934791565
14,0.8062499761581421,0.7439891695976257,0.5400000214576721,1.049299716949463
15,0.79666668176651,0.7458374500274658,0.5375000238418579,1.0516769886016846
16,0.8014583587646484,0.7416778802871704,0.5350000262260437,1.0477970838546753
17,0.7897916436195374,0.7472426891326904,0.5325000286102295,1.0490946769714355
18,0.8004166483879089,0.7429519295692444,0.5325000286102295,1.0450645685195923
19,0.7941666841506958,0.7421757578849792,0.5325000286102295,1.0474483966827393
