epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6001062393188477,0.0003000000142492354,1.0012321472167969,0.8976545929908752,0.3161897361278534
1,0.833244800567627,0.0003000000142492354,0.42873579263687134,0.9893389940261841,0.10037941485643387
2,0.899097204208374,0.0003000000142492354,0.2856424152851105,0.9936034083366394,0.05943452939391136
3,0.9150292277336121,0.0003000000142492354,0.23471349477767944,0.9978678226470947,0.0365016870200634
4,0.9296335577964783,0.0003000000142492354,0.20097467303276062,0.9978678226470947,0.027940135449171066
5,0.9540626406669617,0.0003000000142492354,0.16195516288280487,1.0,0.02468816563487053
6,0.9439724087715149,0.0003000000142492354,0.16002516448497772,1.0,0.01962791010737419
7,0.9498141407966614,0.0003000000142492354,0.14330126345157623,1.0,0.015402250923216343
8,0.9567180275917053,0.0003000000142492354,0.12805059552192688,1.0,0.011709045618772507
9,0.9588422775268555,0.0003000000142492354,0.12209983915090561,1.0,0.0094148525968194
10,0.964684009552002,0.0003000000142492354,0.10902019590139389,1.0,0.00833634939044714
11,0.9633563756942749,0.0003000000142492354,0.11167296767234802,1.0,0.007123237010091543
12,0.9628252983093262,0.0003000000142492354,0.1128724068403244,1.0,0.006821031216531992
13,0.9707912802696228,0.0003000000142492354,0.08821162581443787,1.0,0.005797897465527058
14,0.9676048755645752,0.0003000000142492354,0.0941731259226799,1.0,0.004573896527290344
15,0.9731810688972473,0.0003000000142492354,0.08437136560678482,1.0,0.004193837288767099
16,0.9710568189620972,0.0003000000142492354,0.08381683379411697,1.0,0.0032583174761384726
17,0.9713223576545715,0.0003000000142492354,0.08463746309280396,1.0,0.0035047223791480064
18,0.9699946641921997,0.0003000000142492354,0.08706582337617874,1.0,0.003255606861785054
19,0.9755709171295166,0.0003000000142492354,0.07659333199262619,1.0,0.002801161725074053
20,0.9755709171295166,0.0003000000142492354,0.07484696060419083,1.0,0.0025525165256112814
21,0.9747743010520935,0.0003000000142492354,0.07688777148723602,1.0,0.0020590871572494507
22,0.975836455821991,0.0003000000142492354,0.07104024291038513,1.0,0.00204496830701828
23,0.9713223576545715,0.0003000000142492354,0.08443692326545715,1.0,0.001984595088288188
24,0.9734466075897217,0.0003000000142492354,0.07070145010948181,1.0,0.002419624477624893
