epoch,accuracy,loss,val_accuracy,val_loss
0,0.5268750190734863,1.4175282716751099,0.6187499761581421,1.025802493095398
1,0.6443750262260437,1.0775656700134277,0.6287500262260437,0.9347570538520813
2,0.6835416555404663,0.9509508013725281,0.625,0.8865010142326355
3,0.7077083587646484,0.8688342571258545,0.6200000047683716,0.8697635531425476
4,0.7283333539962769,0.8094629645347595,0.6225000023841858,0.8386096358299255
5,0.7452083230018616,0.7571972608566284,0.6050000190734863,0.8257051110267639
6,0.7370833158493042,0.7487558722496033,0.5975000262260437,0.8295244574546814
7,0.7547916769981384,0.7318992614746094,0.581250011920929,0.8285310864448547
8,0.7608333230018616,0.7085160613059998,0.574999988079071,0.8201307654380798
9,0.7616666555404663,0.7016518712043762,0.574999988079071,0.8246312737464905
10,0.7568749785423279,0.6923959851264954,0.5724999904632568,0.8380988240242004
11,0.7604166865348816,0.6884739995002747,0.5625,0.8463793992996216
12,0.7712500095367432,0.6677310466766357,0.5625,0.8606946468353271
13,0.7662500143051147,0.6718205213546753,0.5537499785423279,0.8779518604278564
14,0.7681249976158142,0.6637115478515625,0.5550000071525574,0.8977146744728088
15,0.7718750238418579,0.6503010988235474,0.550000011920929,0.915302574634552
16,0.7699999809265137,0.6549516320228577,0.550000011920929,0.9400522708892822
