epoch,accuracy,loss,val_accuracy,val_loss
0,0.7325000166893005,0.775101363658905,0.5724999904632568,0.8668826818466187
1,0.7491666674613953,0.6956619024276733,0.5787500143051147,0.8718683123588562
2,0.7599999904632568,0.6710185408592224,0.5824999809265137,0.8436968326568604
3,0.7637500166893005,0.6526484489440918,0.5862500071525574,0.8240174651145935
4,0.7649999856948853,0.6546090245246887,0.5887500047683716,0.8194164037704468
5,0.7706249952316284,0.6426225304603577,0.5799999833106995,0.8253214955329895
6,0.7802083492279053,0.6190071702003479,0.5837500095367432,0.8176454305648804
7,0.7818750143051147,0.6227978467941284,0.5849999785423279,0.8132964372634888
8,0.7777083516120911,0.621660053730011,0.5824999809265137,0.8152035474777222
9,0.78104168176651,0.6100821495056152,0.5849999785423279,0.8149274587631226
10,0.784166693687439,0.6105676889419556,0.5799999833106995,0.8290324211120605
11,0.7864583134651184,0.6064704060554504,0.5849999785423279,0.8278874158859253
12,0.7870833277702332,0.5998306274414062,0.5799999833106995,0.8410733938217163
13,0.7879166603088379,0.5977622866630554,0.5799999833106995,0.859147846698761
14,0.7902083396911621,0.5863617062568665,0.5787500143051147,0.8670516014099121
