epoch,accuracy,loss,val_accuracy,val_loss
0,0.6741666793823242,1.0220140218734741,0.6949999928474426,0.9862136840820312
1,0.7393749952316284,0.8290523886680603,0.5774999856948853,0.9345725178718567
2,0.7616666555404663,0.7652380466461182,0.6349999904632568,0.9253422021865845
3,0.7606250047683716,0.7412799000740051,0.6150000095367432,0.8251153826713562
4,0.7593749761581421,0.7307348847389221,0.5824999809265137,0.8497549295425415
5,0.7760416865348816,0.7061065435409546,0.6587499976158142,0.9090089201927185
6,0.7733333110809326,0.7008141875267029,0.6087499856948853,0.9041001200675964
7,0.7881249785423279,0.6911085844039917,0.6000000238418579,0.8992162942886353
8,0.7910416722297668,0.684777557849884,0.581250011920929,0.9357218742370605
9,0.7806249856948853,0.6893097162246704,0.5924999713897705,0.9543181657791138
10,0.7895833253860474,0.6766849756240845,0.6225000023841858,0.9716101884841919
11,0.7831249833106995,0.6785497665405273,0.6387500166893005,0.9663499593734741
12,0.7881249785423279,0.6764221787452698,0.6187499761581421,0.9310734272003174
13,0.7864583134651184,0.6761801242828369,0.625,0.9327278733253479
