epoch,accuracy,loss,val_accuracy,val_loss
0,0.8074633479118347,0.8817866444587708,0.9633699655532837,0.6529746055603027
1,0.833791196346283,0.8305795788764954,0.9633699655532837,0.670009434223175
2,0.8443223237991333,0.8020722270011902,0.9652014374732971,0.6688010692596436
3,0.8663003444671631,0.7672190070152283,0.9652014374732971,0.6673987507820129
4,0.8809523582458496,0.7485347390174866,0.9652014374732971,0.6599004864692688
5,0.879807710647583,0.7531139254570007,0.9652014374732971,0.653644323348999
6,0.8871337175369263,0.741856575012207,0.9652014374732971,0.6470807790756226
7,0.898809552192688,0.7181739211082458,0.9652014374732971,0.6410141587257385
8,0.904304027557373,0.7136584520339966,0.9652014374732971,0.6308766603469849
9,0.9075091481208801,0.7007186412811279,0.9652014374732971,0.6280790567398071
10,0.9125458002090454,0.6917158365249634,0.9670329689979553,0.6241439580917358
11,0.9146062135696411,0.6896340250968933,0.9652014374732971,0.6188976168632507
12,0.9235348105430603,0.6748130917549133,0.9670329689979553,0.6120553016662598
13,0.9242216348648071,0.6768729090690613,0.9670329689979553,0.6070822477340698
14,0.928113579750061,0.6727544665336609,0.9670329689979553,0.6043131351470947
15,0.9363552927970886,0.6597394943237305,0.9652014374732971,0.5979021191596985
16,0.9258241653442383,0.6622462272644043,0.9652014374732971,0.5967257022857666
17,0.944597065448761,0.6408599019050598,0.9652014374732971,0.5952563285827637
18,0.9349817037582397,0.6513952016830444,0.9652014374732971,0.5917083621025085
19,0.942307710647583,0.6465952396392822,0.9652014374732971,0.587350070476532
20,0.9400182962417603,0.6424918174743652,0.9652014374732971,0.5847259163856506
21,0.9409340620040894,0.6380192637443542,0.9652014374732971,0.584640622138977
22,0.9413919448852539,0.6352767944335938,0.9652014374732971,0.5829083919525146
23,0.9381868243217468,0.6398025155067444,0.9652014374732971,0.579781174659729
24,0.9411630034446716,0.6371536254882812,0.9652014374732971,0.5776891112327576
25,0.9461996555328369,0.6338091492652893,0.9688644409179688,0.5781227350234985
26,0.9464285969734192,0.6275679469108582,0.9688644409179688,0.5749974250793457
27,0.949404776096344,0.6199920177459717,0.9688644409179688,0.5725089311599731
28,0.9496337175369263,0.614952564239502,0.9688644409179688,0.5696410536766052
29,0.9542124271392822,0.6132828593254089,0.9688644409179688,0.5663686990737915
30,0.9528388381004333,0.6096771359443665,0.9688644409179688,0.5654152035713196
31,0.9537546038627625,0.6078147888183594,0.9670329689979553,0.5631710290908813
32,0.9530677795410156,0.611286997795105,0.9688644409179688,0.5615613460540771
33,0.9503205418586731,0.6065211296081543,0.9688644409179688,0.5607768297195435
34,0.9560439586639404,0.6072476506233215,0.9688644409179688,0.5613369345664978
35,0.9581043720245361,0.604205310344696,0.9670329689979553,0.5581791996955872
36,0.9542124271392822,0.605771541595459,0.9670329689979553,0.5575077533721924
37,0.9544413685798645,0.604710578918457,0.9670329689979553,0.5558124780654907
38,0.9546703100204468,0.5992625951766968,0.9670329689979553,0.5558352470397949
39,0.9576465487480164,0.5955088138580322,0.9688644409179688,0.5533605813980103
40,0.9590201377868652,0.5933231115341187,0.9670329689979553,0.5536092519760132
