Timestamp,Temperature (°C),Humidity (%),Air Quality,Air Quality Rating,Motion,Connection Type,Port,Data Count
2025-12-29 23:12:53,33.8,72.4,320,Good,Detected,USB Cable,COM9
2025-12-29 23:13:03,33.8,72.4,327,Good,Detected,USB Cable,COM9
2025-12-29 23:13:14,33.9,72.4,327,Good,Detected,USB Cable,COM9
2025-12-29 23:13:25,33.9,72.4,323,Good,Detected,USB Cable,COM9
2025-12-29 23:13:35,33.9,72.4,319,Good,Detected,USB Cable,COM9
2025-12-29 23:13:46,33.9,72.4,343,Good,Detected,USB Cable,COM9
2025-12-29 23:13:57,33.9,72.4,336,Good,Detected,USB Cable,COM9
2025-12-29 23:14:07,33.9,72.4,338,Good,Detected,USB Cable,COM9
2025-12-29 23:14:18,33.9,72.4,336,Good,Detected,USB Cable,COM9
2025-12-29 23:14:29,33.9,72.3,321,Good,Detected,USB Cable,COM9
2025-12-29 23:14:40,33.9,72.3,336,Good,Detected,USB Cable,COM9
2025-12-29 23:14:50,33.9,72.3,336,Good,Detected,USB Cable,COM9
2025-12-29 23:15:01,33.9,72.3,330,Good,Detected,USB Cable,COM9
2025-12-29 23:15:12,33.9,72.3,334,Good,Detected,USB Cable,COM9
2025-12-29 23:15:22,33.9,72.3,333,Good,Detected,USB Cable,COM9
2025-12-29 23:15:33,33.9,72.3,327,Good,Detected,USB Cable,COM9
2025-12-29 23:41:20,33.0,75.2,313,Good,Detected,USB Cable,COM9
2025-12-29 23:41:30,33.0,75.2,318,Good,Detected,USB Cable,COM9
2025-12-29 23:41:41,33.0,75.0,320,Good,Detected,USB Cable,COM9
2025-12-29 23:41:52,33.0,75.1,323,Good,Detected,USB Cable,COM9
2025-12-29 23:42:02,33.0,75.0,320,Good,Detected,USB Cable,COM9
2025-12-29 23:42:13,33.0,75.0,323,Good,Detected,USB Cable,COM9
2025-12-29 23:42:24,33.1,75.0,324,Good,Detected,USB Cable,COM9
2025-12-29 23:42:34,33.0,75.0,325,Good,Detected,USB Cable,COM9
2025-12-29 23:42:45,33.1,75.0,320,Good,Detected,USB Cable,COM9
2025-12-29 23:42:56,33.0,75.0,326,Good,Detected,USB Cable,COM9
2025-12-29 23:43:06,33.1,75.0,320,Good,Detected,USB Cable,COM9
2025-12-29 23:43:17,33.1,75.0,320,Good,Detected,USB Cable,COM9
2025-12-29 23:43:28,33.1,75.0,325,Good,Detected,USB Cable,COM9
2025-12-29 23:43:39,33.1,75.0,323,Good,Detected,USB Cable,COM9
2025-12-29 23:43:50,33.1,75.0,334,Good,None,USB Cable,COM9
2025-12-29 23:44:00,33.1,75.0,324,Good,Detected,USB Cable,COM9
2025-12-29 23:44:11,33.1,74.9,320,Good,Detected,USB Cable,COM9
2025-12-29 23:44:21,33.1,74.9,326,Good,Detected,USB Cable,COM9
2025-12-29 23:44:32,33.1,74.9,326,Good,Detected,USB Cable,COM9
2025-12-29 23:44:43,33.1,74.9,322,Good,Detected,USB Cable,COM9
2025-12-29 23:44:53,33.1,74.9,320,Good,Detected,USB Cable,COM9
2025-12-29 23:45:04,33.1,74.9,321,Good,Detected,USB Cable,COM9
2025-12-29 23:45:15,33.1,74.9,321,Good,Detected,USB Cable,COM9
2025-12-29 23:45:25,33.1,74.9,327,Good,Detected,USB Cable,COM9
2025-12-29 23:45:36,33.1,74.8,320,Good,Detected,USB Cable,COM9
2025-12-29 23:45:47,33.2,74.9,320,Good,Detected,USB Cable,COM9
2025-12-29 23:45:57,33.2,74.9,320,Good,Detected,USB Cable,COM9
2025-12-29 23:46:08,33.2,74.8,323,Good,Detected,USB Cable,COM9
2025-12-29 23:46:19,33.2,74.8,323,Good,Detected,USB Cable,COM9
2025-12-29 23:46:29,33.2,74.8,323,Good,Detected,USB Cable,COM9
2025-12-29 23:46:40,33.2,74.8,309,Good,Detected,USB Cable,COM9
2025-12-29 23:46:51,33.2,74.8,305,Good,Detected,USB Cable,COM9
2025-12-29 23:47:01,33.2,74.8,304,Good,None,USB Cable,COM9
2025-12-29 23:47:12,33.2,74.7,308,Good,Detected,USB Cable,COM9
2025-12-29 23:47:23,33.2,74.7,331,Good,Detected,USB Cable,COM9
2025-12-29 23:47:33,33.2,74.8,325,Good,Detected,USB Cable,COM9
2025-12-29 23:47:44,33.2,74.7,330,Good,Detected,USB Cable,COM9
2025-12-29 23:47:55,33.2,74.7,325,Good,Detected,USB Cable,COM9
2025-12-29 23:48:05,33.2,74.7,326,Good,Detected,USB Cable,COM9
2025-12-29 23:48:16,33.3,74.6,330,Good,Detected,USB Cable,COM9
2025-12-29 23:48:27,33.3,74.6,322,Good,Detected,USB Cable,COM9
2025-12-29 23:48:37,33.3,74.6,326,Good,Detected,USB Cable,COM9
2025-12-29 23:48:48,33.3,74.6,326,Good,Detected,USB Cable,COM9
