epoch,accuracy,loss,val_accuracy,val_loss
0,0.7270833253860474,0.8244105577468872,0.6949999928474426,1.3213086128234863
1,0.7666666507720947,0.6704151630401611,0.5712500214576721,0.9742487072944641
2,0.7766666412353516,0.6261293888092041,0.6449999809265137,0.9632164239883423
3,0.7718750238418579,0.6124477982521057,0.5299999713897705,0.8537046909332275
4,0.7777083516120911,0.6001195907592773,0.5387499928474426,1.0773036479949951
5,0.7818750143051147,0.5838494896888733,0.5737500190734863,0.9782173037528992
6,0.7852083444595337,0.5735500454902649,0.5587499737739563,1.0110737085342407
7,0.7839583158493042,0.5614722967147827,0.5962499976158142,1.0126562118530273
8,0.793958306312561,0.5523264408111572,0.5224999785423279,1.023577332496643
9,0.7922916412353516,0.5526301264762878,0.5112500190734863,1.1274493932724
10,0.7958333492279053,0.5438021421432495,0.5037500262260437,1.1470848321914673
11,0.7947916388511658,0.5363443493843079,0.5249999761581421,1.2373636960983276
12,0.8020833134651184,0.5349334478378296,0.5687500238418579,1.1227513551712036
13,0.8022916913032532,0.5310174822807312,0.5037500262260437,1.194046974182129
