epoch,accuracy,loss,val_accuracy,val_loss
0,0.6902083158493042,0.9096361398696899,0.5950000286102295,0.8988168835639954
1,0.7052083611488342,0.8719956278800964,0.6050000190734863,0.9296562075614929
2,0.6979166865348816,0.8958979249000549,0.6000000238418579,0.9052066206932068
3,0.699999988079071,0.8891732692718506,0.6175000071525574,0.8742552995681763
4,0.7058333158493042,0.8758866190910339,0.6200000047683716,0.8442413806915283
5,0.7066666483879089,0.8658483624458313,0.6274999976158142,0.8175759315490723
6,0.7143750190734863,0.8480377793312073,0.6424999833106995,0.8030848503112793
7,0.7120833396911621,0.840779721736908,0.6349999904632568,0.7986197471618652
8,0.7252083420753479,0.817277729511261,0.6524999737739563,0.7908173203468323
9,0.7193750143051147,0.8435587882995605,0.6487500071525574,0.7933970093727112
10,0.7239583134651184,0.8370381593704224,0.6600000262260437,0.7932682633399963
11,0.7204166650772095,0.8297275304794312,0.6625000238418579,0.7926349639892578
12,0.7233333587646484,0.8346883058547974,0.6587499976158142,0.7963876128196716
13,0.7266666889190674,0.8065540790557861,0.6625000238418579,0.8008703589439392
14,0.7168750166893005,0.8280642032623291,0.6600000262260437,0.8054073452949524
