epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6758333444595337,0.0010000000474974513,1.0097709894180298,0.6412500143051147,0.9012038707733154
1,0.7350000143051147,0.0010000000474974513,0.814115583896637,0.6725000143051147,0.830413281917572
2,0.7558333277702332,0.0010000000474974513,0.7571743130683899,0.6949999928474426,0.8530967831611633
3,0.7549999952316284,0.0010000000474974513,0.7359367609024048,0.6150000095367432,0.843544065952301
4,0.7683333158493042,0.0010000000474974513,0.7174078822135925,0.5325000286102295,0.8556849956512451
5,0.777916669845581,0.0005000000237487257,0.7074145078659058,0.6775000095367432,0.8571246266365051
6,0.7760416865348816,0.0005000000237487257,0.6989402770996094,0.637499988079071,0.8659297227859497
7,0.784166693687439,0.0005000000237487257,0.6948767304420471,0.6324999928474426,0.8982174396514893
8,0.7858333587646484,0.0002500000118743628,0.6880587935447693,0.6137499809265137,0.903837263584137
9,0.7875000238418579,0.0002500000118743628,0.6880797147750854,0.5975000262260437,0.9102728366851807
10,0.7860416769981384,0.0002500000118743628,0.6865660548210144,0.6312500238418579,0.9118227362632751
11,0.7868750095367432,0.0001250000059371814,0.6789571642875671,0.6187499761581421,0.9170984029769897
