epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5564583539962769,0.0002500000118743628,1.3140602111816406,0.6899999976158142,1.1193784475326538
1,0.7006250023841858,0.0002500000118743628,0.9729324579238892,0.6549999713897705,1.041365623474121
2,0.7385416626930237,0.0002500000118743628,0.8950097560882568,0.6800000071525574,1.017404556274414
3,0.7516666650772095,0.0002500000118743628,0.8586586713790894,0.6362500190734863,1.0079014301300049
4,0.7577083110809326,0.0002500000118743628,0.8380970358848572,0.5799999833106995,1.0161750316619873
5,0.7652083039283752,0.0002500000118743628,0.8030074834823608,0.6187499761581421,1.027886152267456
6,0.7760416865348816,0.0002500000118743628,0.7921327352523804,0.6212499737739563,1.0084381103515625
7,0.7772916555404663,0.0001250000059371814,0.7835820913314819,0.65625,1.0444343090057373
8,0.7822916507720947,0.0001250000059371814,0.774543285369873,0.6299999952316284,1.032288908958435
9,0.7808333039283752,0.0001250000059371814,0.7789890766143799,0.6312500238418579,1.0266579389572144
10,0.78104168176651,6.25000029685907e-05,0.766120970249176,0.6200000047683716,1.0162346363067627
11,0.7793750166893005,6.25000029685907e-05,0.7677088379859924,0.6237499713897705,1.0360199213027954
