epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5402083396911621,9.999999747378752e-05,1.2643260955810547,0.7200000286102295,0.7877854108810425
1,0.7068750262260437,9.999999747378752e-05,0.8744673728942871,0.6462500095367432,0.7827479839324951
2,0.7331249713897705,9.999999747378752e-05,0.7936301827430725,0.6412500143051147,0.8216326832771301
3,0.7404166460037231,9.999999747378752e-05,0.7631381154060364,0.6387500166893005,0.8218130469322205
4,0.7485416531562805,9.999999747378752e-05,0.7423694133758545,0.6349999904632568,0.8277119398117065
5,0.7664583325386047,4.999999873689376e-05,0.7033218145370483,0.643750011920929,0.8352361917495728
6,0.7633333206176758,4.999999873689376e-05,0.7039869427680969,0.6462500095367432,0.8440151810646057
7,0.7660416960716248,4.999999873689376e-05,0.6998462677001953,0.643750011920929,0.8617068529129028
8,0.7545833587646484,2.499999936844688e-05,0.7163847088813782,0.6474999785423279,0.8544826507568359
9,0.753333330154419,2.499999936844688e-05,0.7126786708831787,0.6424999833106995,0.847781240940094
10,0.7620833516120911,2.499999936844688e-05,0.6999838352203369,0.643750011920929,0.8498833179473877
11,0.76541668176651,1.249999968422344e-05,0.684122622013092,0.6424999833106995,0.854827880859375
