epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5739583373069763,9.999999747378752e-05,1.1824264526367188,0.5575000047683716,0.8465007543563843
1,0.7172916531562805,9.999999747378752e-05,0.8402059674263,0.5450000166893005,0.8549589514732361
2,0.7422916889190674,9.999999747378752e-05,0.7655314803123474,0.512499988079071,0.9100971221923828
3,0.7506250143051147,9.999999747378752e-05,0.7301467061042786,0.53125,0.9177259802818298
4,0.7579166889190674,4.999999873689376e-05,0.718856155872345,0.53125,0.8967850208282471
5,0.7552083134651184,4.999999873689376e-05,0.7095207571983337,0.5262500047683716,0.8805659413337708
6,0.7652083039283752,4.999999873689376e-05,0.6947296261787415,0.5475000143051147,0.8680462837219238
7,0.7662500143051147,2.499999936844688e-05,0.6893882155418396,0.5487499833106995,0.8667661547660828
8,0.7737500071525574,2.499999936844688e-05,0.6852505207061768,0.5487499833106995,0.869403064250946
9,0.7745833396911621,2.499999936844688e-05,0.685778021812439,0.5537499785423279,0.8707633018493652
10,0.7708333134651184,1.249999968422344e-05,0.6912203431129456,0.5337499976158142,0.880806565284729
