epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5797916650772095,9.999999747378752e-05,1.1540770530700684,0.5924999713897705,0.8233221173286438
1,0.7275000214576721,9.999999747378752e-05,0.7965794801712036,0.5687500238418579,0.8649986386299133
2,0.7564583420753479,9.999999747378752e-05,0.7333362698554993,0.5637500286102295,0.8480039834976196
3,0.7602083086967468,9.999999747378752e-05,0.7030928730964661,0.5762500166893005,0.8852832317352295
4,0.7629166841506958,4.999999873689376e-05,0.6975700855255127,0.5762500166893005,0.8980225324630737
5,0.7802083492279053,4.999999873689376e-05,0.6781967878341675,0.5637500286102295,0.9133055210113525
6,0.7745833396911621,4.999999873689376e-05,0.6732209920883179,0.5837500095367432,0.909127414226532
7,0.7758333086967468,2.499999936844688e-05,0.6602029204368591,0.5874999761581421,0.9190055131912231
8,0.7804166674613953,2.499999936844688e-05,0.6670246124267578,0.5899999737739563,0.9258567094802856
9,0.7822916507720947,2.499999936844688e-05,0.6629707217216492,0.5774999856948853,0.9220755100250244
10,0.7777083516120911,1.249999968422344e-05,0.6710109114646912,0.5824999809265137,0.9220626354217529
