epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5787500143051147,0.0002500000118743628,1.252269983291626,0.6037499904632568,0.9535655975341797
1,0.7043750286102295,0.0002500000118743628,0.9649192094802856,0.6100000143051147,0.9323906898498535
2,0.7387499809265137,0.0002500000118743628,0.882366418838501,0.5774999856948853,0.9501067399978638
3,0.746874988079071,0.0002500000118743628,0.8536874651908875,0.5362499952316284,0.9984614849090576
4,0.7614583373069763,0.0002500000118743628,0.823794424533844,0.5249999761581421,0.9999446272850037
5,0.7693750262260437,0.0001250000059371814,0.8018171191215515,0.5525000095367432,1.0020180940628052
6,0.7677083611488342,0.0001250000059371814,0.8005714416503906,0.5475000143051147,1.0303490161895752
7,0.7664583325386047,0.0001250000059371814,0.7970718145370483,0.581250011920929,1.0160270929336548
8,0.7756249904632568,6.25000029685907e-05,0.7839915752410889,0.5487499833106995,0.9977620840072632
9,0.7868750095367432,6.25000029685907e-05,0.7813002467155457,0.5575000047683716,1.0064287185668945
