epoch,accuracy,loss,val_accuracy,val_loss
0,0.6762499809265137,0.9413459300994873,0.6850000023841858,0.9300939440727234
1,0.6775000095367432,0.9168316721916199,0.6825000047683716,0.9569173455238342
2,0.6858333349227905,0.9073899388313293,0.6862499713897705,0.9355537295341492
3,0.6910416483879089,0.8933760523796082,0.6725000143051147,0.910164475440979
4,0.7097916603088379,0.8732869625091553,0.6662499904632568,0.8909560441970825
5,0.7035416960716248,0.8651571869850159,0.6625000238418579,0.8733695149421692
6,0.7070833444595337,0.8574480414390564,0.6600000262260437,0.8646117448806763
7,0.7227083444595337,0.8371975421905518,0.6524999737739563,0.8600889444351196
8,0.7231249809265137,0.8412294387817383,0.6424999833106995,0.8582428097724915
9,0.7235416769981384,0.8380014300346375,0.6399999856948853,0.8560923933982849
10,0.731458306312561,0.8212200999259949,0.6362500190734863,0.8554011583328247
11,0.7233333587646484,0.8225685358047485,0.6349999904632568,0.8560986518859863
12,0.7268750071525574,0.8234091401100159,0.637499988079071,0.8561897277832031
13,0.7395833134651184,0.804063081741333,0.637499988079071,0.8586101531982422
14,0.7335416674613953,0.808573842048645,0.6412500143051147,0.860400378704071
15,0.7295833230018616,0.8107160329818726,0.6449999809265137,0.8602558970451355
