epoch,accuracy,loss,val_accuracy,val_loss
0,0.668541669845581,1.0245466232299805,0.5774999856948853,0.898663341999054
1,0.7362499833106995,0.8144332766532898,0.5450000166893005,0.8596046566963196
2,0.7510416507720947,0.7623531818389893,0.5837500095367432,0.8348032236099243
3,0.7574999928474426,0.7340636253356934,0.7225000262260437,0.8168951272964478
4,0.7616666555404663,0.7186968922615051,0.668749988079071,0.8158283233642578
5,0.7704166769981384,0.7102570533752441,0.643750011920929,0.8407781720161438
6,0.7808333039283752,0.6944335699081421,0.706250011920929,0.8641577363014221
7,0.7829166650772095,0.6894846558570862,0.6812499761581421,0.8760383129119873
8,0.7829166650772095,0.6867854595184326,0.6812499761581421,0.8669663071632385
9,0.7914583086967468,0.681545615196228,0.6512500047683716,0.9060254693031311
10,0.7958333492279053,0.6722403168678284,0.6549999713897705,0.9467495083808899
11,0.7870833277702332,0.6713460087776184,0.6387500166893005,0.9638450741767883
12,0.7883333563804626,0.6708540916442871,0.6462500095367432,0.9975066184997559
13,0.7914583086967468,0.6706629991531372,0.6625000238418579,0.9662609696388245
14,0.7927083373069763,0.6672870516777039,0.6312500238418579,0.9455397725105286
