epoch,accuracy,loss,val_accuracy,val_loss
0,0.7195833325386047,0.8220967650413513,0.6949999928474426,0.8295462131500244
1,0.7416666746139526,0.7784243822097778,0.7024999856948853,0.841585099697113
2,0.7475000023841858,0.7583727836608887,0.7024999856948853,0.8323213458061218
3,0.7391666769981384,0.7554526329040527,0.699999988079071,0.8237394690513611
4,0.7604166865348816,0.7375860214233398,0.6987500190734863,0.8173588514328003
5,0.7591666579246521,0.7333611845970154,0.6924999952316284,0.8147720098495483
6,0.7652083039283752,0.7307128310203552,0.6899999976158142,0.8140643239021301
7,0.7695833444595337,0.7185945510864258,0.6787499785423279,0.8196811676025391
8,0.7708333134651184,0.7172837853431702,0.675000011920929,0.822014331817627
9,0.7768750190734863,0.7112924456596375,0.6662499904632568,0.8279770612716675
10,0.7668750286102295,0.7146514654159546,0.6474999785423279,0.829063892364502
11,0.7706249952316284,0.7095924019813538,0.6499999761581421,0.8327216506004333
