epoch,accuracy,loss,val_accuracy,val_loss
0,0.7516666650772095,0.667859673500061,0.643750011920929,0.9760310649871826
1,0.7597916722297668,0.6320972442626953,0.6200000047683716,0.9936221241950989
2,0.7683333158493042,0.6156092286109924,0.5887500047683716,0.9896845817565918
3,0.7702083587646484,0.6048673987388611,0.5762500166893005,0.9928421974182129
4,0.777916669845581,0.5959721803665161,0.5799999833106995,0.9981293678283691
5,0.777916669845581,0.5935936570167542,0.5849999785423279,0.9925357103347778
6,0.7881249785423279,0.5820097923278809,0.5737500190734863,0.988429844379425
7,0.7837499976158142,0.5839000344276428,0.5774999856948853,0.9786587357521057
8,0.7956249713897705,0.5761632919311523,0.5837500095367432,0.9750710129737854
9,0.7962499856948853,0.5680894255638123,0.5824999809265137,0.9817468523979187
10,0.7927083373069763,0.5722760558128357,0.5824999809265137,0.9831531643867493
