epoch,accuracy,loss,val_accuracy,val_loss
0,0.7320833206176758,0.7958402037620544,0.4012500047683716,1.5432658195495605
1,0.7647916674613953,0.6649130582809448,0.6349999904632568,0.9615146517753601
2,0.7777083516120911,0.6196291446685791,0.6274999976158142,0.8746650218963623
3,0.7872916460037231,0.6055355072021484,0.5287500023841858,0.857028067111969
4,0.7872916460037231,0.594137966632843,0.5699999928474426,0.8451035022735596
5,0.7900000214576721,0.5818269848823547,0.5099999904632568,1.0015908479690552
6,0.7820833325386047,0.5740934014320374,0.706250011920929,0.8757866621017456
7,0.7868750095367432,0.5612582564353943,0.5387499928474426,1.074134111404419
8,0.7931249737739563,0.5481649041175842,0.5299999713897705,1.0224671363830566
9,0.7979166507720947,0.5436883568763733,0.5012500286102295,1.034950613975525
10,0.7900000214576721,0.5447959303855896,0.5074999928474426,1.0326379537582397
11,0.7922916412353516,0.5339690446853638,0.5274999737739563,1.1404521465301514
12,0.7958333492279053,0.5290638208389282,0.5400000214576721,1.1517738103866577
13,0.7933333516120911,0.5264143347740173,0.6462500095367432,1.0790412425994873
14,0.7991666793823242,0.5230523347854614,0.5350000262260437,1.1022663116455078
